		
		
		
		
		
Page Name	Entity URL	Description
Costa Coffee Czech Republic	https://www.facebook.com/184580181585956	Kapka historie v každém šálku  První šálek kávy byl připraven v roce 1971 v Newport Street 9 v Londýně,  Sergiem a Brunem Costovými. Jen o pár metrů dál v pražírně ve čtvrti Lambeth, praží Costa svou jedinečnou směs Mocha Italia, na které bratři tak dlouho a vytrvale pracovali, dodnes.   Dokonalá chuť po celém světě  Věděli jste, že Costa je již ve 25 zemích po celém světě?  Bahrain Bulharsko Čína Kypr Česká republika Egypt Řecko Maďarsko Indie Irsko Jordánsko Kuvajt  Litva Libanon Černá Hora Oman Polsko Portugalsko Katar Rusko Saudská Arábie Srbsko Sýrie Spojené Arabské Emiráty Velké Británie  Dokonalé spojení  Když vejdete do Costa kavárny hned vidíte, že se v mnohém liší od ostatních. Například svou útulnou a příjemnou atmosférou, širokou a originální nabídkou kávových nápojů, které jsou připravovány výhradně z naší směsi Mocha Italia. Dále to může být náš kávovar, který patří mezi nejkvalitnější na trhu. V neposlední řadě naši baristé, kteří  jsou skvěle trénovaní a s nadšením připravují zákazníkům kávu. Právě toto dokonalé spojení nás odlišuje od ostatních a my jsme na to velmi hrdí.   Nejdůležitější přísada  Příprava perfektního šálku kávy je umění. Vyžaduje to svůj čas a dovednosti. Proto je každý jednotlivý barista v každé kavárně na světě profesionálně školen našimi experty na přípravu kávy. Může se to zdát jako maličkost, ale právě to nás tolik odlišuje od ostatních,  znamená to, že zákazník vždy dostane perfektní šálek kávy.  
Cracker Barrel Old Country Store	https://www.facebook.com/175123745870734	
San Mig Coffee Mixers-Official	https://www.facebook.com/152535058218359	
Coffee, cigarettes and disorder	https://www.facebook.com/209045805889058	
Chicken Inn	https://www.facebook.com/425727680778298	
Innscor - Chicken Inn	https://www.facebook.com/111800358944202	
Chicken Inn FC	https://www.facebook.com/246543685359905	Chicken Inn Football Club is een Zimbabwaanse voetbalclub uit de stad Bulawayo. Chicken Inn FC komt uit in de Zimbabwe Premier Soccer League, de nationale voetbalcompetitie van Zimbabwe.
Chicken Inn	https://www.facebook.com/102298416493710	
Chicken Feet	https://www.facebook.com/245361004720	
Imperial Apartments	https://www.facebook.com/114647228560838	
Chicken inn? kfc? burger king? pizza? or women?	https://www.facebook.com/105712216253228	
Chicken Inn Zimbabwe	https://www.facebook.com/197988043644453	In 1987, the first Chicken Inn outlet was opened in Speke Avenue, Harare, Zimbabwe. Twenty five years on, Chicken Inn is the leading quick service restaurant (QSR) fried chicken brand in Zimbabwe, Kenya, Zambia and Ghana.  Chicken Inn is famous for fried chicken, and renowned for serving tasty fried chicken pieces and a wide range of other menu items including hand-cut chips made fresh daily, fried chicken burgers, slow roasted rotisserie chicken, beef burgers and other menu favourites including Spicy Wingz, Chicken Bites, and Zimbabwe’s favourite – the 2-Piecer meal.  Chicken Inn’s broad menu allows it to offer value for money, catering for the individual as well as the whole family.  Chicken Inn prides itself on using only the best A-grade chicken and premium spices to create the unique fried chicken on the bone we are famous for.  The design and layout of Chicken Inn outlets is inviting and colourful, appealing to the whole family. This proudly Zimbabwean franchise is Innscor International’s flagship brand and boasts 67 outlets across Africa, including Zimbabwe, Kenya, Zambia , Ghana, Malawi and Nigeria. 
Coon Chicken Inn	https://www.facebook.com/103815356323312	Coon Chicken Inn was an American chain of three restaurants founded by Maxon Lester Graham and Adelaide Burt in 1925, which prospered until the late 1950s. The restaurant's name (which uses an ethnic slur), trademarks, and entrances of the restaurants were designed to look like a smiling blackface caricature of an African-American porter. The smiling capped porter head also appeared on menus, dishes, and promotional items.The first Coon Chicken Inn was opened in suburban Salt Lake City, Utah in 1925. In 1929, another restaurant was opened in then-suburban Lake City near Seattle, Washington, and a third was opened in the Hollywood District of Portland, Oregon, in 1931. Later, a cabaret, orchestra, and catering were added to the Seattle and Salt Lake restaurants.The restaurant and themes were popular in their day and place. Today, Coon Chicken Inn items are part of the genre of racist art and black memorabilia. Memorabilia of the restaurant is collectible, and reproduction novelty items using Coon Chicken Inn logos are often available on Internet trade and auction sites.Seeing the changes in popular culture, the chain ended when the owners retired; keeping the real estate, they leased to other restaurateurs.
Chicken Inn Zvishavane	https://www.facebook.com/451687804877658	
Chicken Inn Zimbabwe	https://www.facebook.com/121115187993200	
Chicken Innovations	https://www.facebook.com/398965223460993	
Coon Chicken Inn	https://www.facebook.com/163649960435811	
Train Chicken innit Mr. Jesse 'Wafer' Wiafe	https://www.facebook.com/165453153507854	
Coon Chicken Inn	https://www.facebook.com/273964376051764	
Chicken Tikka Inn	https://www.facebook.com/324452324274755	
Piccalilli Inn Chicken Wings	https://www.facebook.com/137979929572610	Piccalillis chicken wings are the best wings in the world!  Located in the middle of no where in south jersey :) Wednesday all you can eat night for $10?!  What could be better!!  866 Route 206, Shamong NJ
Gamz'aa vth Mirch Masala	https://www.facebook.com/260514807311161	** RAMZAN SPECIAL ** Chicken fry Chicken tikka Kandi Chicken Chicken toffi KFC Chicken 
The Chicken Grigliato Sandwich at the Holiday Inn in Oceanside, CA	https://www.facebook.com/114493395305283	
Licking Chloe Pascoe's hairy v.a.g.i.n.a	https://www.facebook.com/183849808311567	
Buttered Chicken	https://www.facebook.com/329547550414901	Description
The Tantric Turtle Cafe	https://www.facebook.com/233284432612	If you'd like to see a bit more about our story take a peek at the documentary by Joaquin Loyzaga about re-launching our truck available to watch online at: http://vimeo.com/26528181  The Tantric Turtle Cafe was established in 1998.  It's first appearance was at the 1998 Confest Festival near the NSW/VIC border on the Murray River.  The cafe operates at festivals, and specializes in creating a temporary space, full of people, music, laughter and love.  The backbone of the Cafe is the Tantric Turtle Gypsy Truck, a hand built caravan that rests on the back of an old Dodge truck.  In 2009 this truck was renovated and restored & the Tantric Turtle Cafe was re-launched, back in full force again.  Tantric Turtle Cafe is a family effort and every product sold is made with love and effort by members of the family. From hand crushing the spices for the Chai, to stirring the ingredients for the famous Brownies, a lot of effort goes into the products sold.  The Cafe operates at many festivals around NSW (& beyond). We have appeared at festivals such as  Peats Ridge Music Festival The National Folk Festival Playground Weekender High and Dry Festival Winter Magic Festival The Gumball Laneway Festival Subsonic Music Festival Foreshore Festival Lorien Novalis Market Day And many others.  The youngest member of the family is planning to open The Tantric Turtle Cafe in a permanent location in Sydney. He hopes to achieve this goal in the next few years & is already taking measures to ensure he succeeds when the time comes.
Turtle Rock Cafe	https://www.facebook.com/172314255678	
Mocha Turtle Coffee Bar	https://www.facebook.com/123965050953221	BOOK US FOR EVENTS....BUFFETS....BUSINESS PLATTERS....OR SIMPLY COME INTO THE COFFEE SHOP AND TASTE OUR FABULOUS COFFEE, HOME-MADE CAKES, FULL ENGLISH BREAKFASTS, LUNCHES ETC ETC 
Turtle Café	https://www.facebook.com/162633450424155	
Turtle Bay NYC	https://www.facebook.com/130655280295715	
United Coffee House	https://www.facebook.com/196491543714402	Victorian setting of this landmark eatery makes this chosen destination visited by more than 1500 guests a day ranging from all walks of life. It was the year 1942 and Delhi was developing its soul, during these times, United Coffee House came as an interactive Coffee House which created its clientage sewn together with cosmopolitan gentry, all ranging from different cultures but one passion, to spend time in an environment which gave then liberty to be themselves and savour leisurely treatment and follow a distinctive culinary journey.   The menu has its signature recipes, it sold decades back.
Cafe Coffee Day - Official	https://www.facebook.com/193926289498	
Café Coffee Day	https://www.facebook.com/112056598810736	Café Coffee Day is a division of India's largest coffee conglomerate, Amalgamated Bean Coffee Trading Company Ltd. (ABCTCL). ABCTCL grows coffee in its own estates of 10,000 acres (4047 ha). The land value of the plantations is US$250–300 million. It is the largest producer of Arabica beans in Asia. Apart from this, the group also sources coffee from 11,000 small growers. ABCTCL is one of India’s leading coffee exporters with clients across USA, Europe and Japan.LogoThe First Café Coffee Day logo a bright red cube with a green stroke above ‘e’ in ‘Café Coffee Day’. The word ‘Café’ was made to appear dominant to indicate Café Coffee Day’s introduction of ‘Café culture’ in India. The font used for ‘Café’ is called SLURRY – the font looks as though the letters have congealed or coagulated out of liquid. The current logo includes a dialogue box which highlights the connection between 'coffee' and 'conversations.' This logo also reflects their current tag line, "A lot can happen over coffee."The logo of CCD has been changed recently, this has been done in line with the increased competition and also for the proper conveying of the message that Café Coffee Day desires to tell to its customer. The famous Café Coffee Day squared logo has got a fresh new avatar – a ‘Dialogue Box’ - with the words Café Coffee Day written in a distinct, specially created font. The new trendy ‘dialogue’ logo symbolizes the essence of what a Café Coffee Day café is all really all about – a perfect place to ‘relax and dialogue.’ And as we all know, a lot does happen over coffee!Vertical integrationThe company is known for being vertically integrated to cut costs: from owning the plantations, growing the coffee, making the coffee machines to making the furniture for the outlets.The machines cost them 1.2 lakh each, which they say is half the cost of an imported coffee machine. The maintenance cost of CCD's machines is also less than foreign machines.
Cafe coffee day "CCD"	https://www.facebook.com/10150107961770527	
Dunn Bros Coffee	https://www.facebook.com/55878149333	
Cafe by the Beach	https://www.facebook.com/208810572533491	
Hải sản Gió Biển	https://www.facebook.com/359218634153002	Lẩu cua bể:  Lẩu cua bể mời gọi thực khách với những con cua bể khủng, nồi nước lẩu nhiều màu sắc, đĩa rau sống đa dạng và chén nước mắm chỉ gia giảm màu đỏ tươi của ớt.   Về cua, có ba cách trình bày và chế biến. Một là bày nguyên con cua còn sống, còn dây ràng; hai là chặt làm 4 rồi xếp ra đĩa; cuối cùng là nấu chín rồi cho hẳn vào nồi nước dùng. Mỗi cách trình bày mang đến những trải nghiệm khác nhau về ấn tượng, cách thưởng thức.  Song nếu nói về độ hấp dẫn thì nồi lẩu với càng, mai cua "khủng", đỏ au, nổi bật trên màu xanh của các loại rau cùng hương thơm thoang thoảng trong gió luôn có sức hút mạnh hơn màu xám đậm hay vẻ "dơ dơ, bẩn bẩn" của những con cua còn nguyên dây ràng.  Minh chứng cho nhận định này là dù quán vỉa hè, giá 5 sao nhưng lẩu cua bể trên đường Nguyễn Thị Nghĩa luôn trong tình trạng “cháy vé”. Tất nhiên ngoài lý do bắt mắt thực khách từ ban đầu, không thể không tính đến điểm cộng về độ tươi, ngon, chắc ngọt của cua, cảm nhận đủ vị về nước lẩu của quán.
Indian Coffee House	https://www.facebook.com/111581462192178	The Indian Coffee House is a restaurant chain in India, run by a series of worker co-operative societies. It has strong presence across India. There are nearly 400 coffee houses all over India, which are a part of the chain.HistoryThe India Coffee House chain was started by the Coffee Cess Committee in 1936, when the first outlet was opened in Bombay. In the course of the 1940s there were nearly 50 Coffee Houses all over British India. Due to a change in the policy in the mid 1950s, the Board decided to close down the Coffee Houses. Encouraged by the communist leader A. K. Gopalan(AKG), the workers of the Coffee Board began a movement and compelled the Coffee Board to agree to handover the outlets to the workers who then formed Indian Coffee Workers' Co-operatives and renamed the network as Indian Coffee House. The first Indian Coffee Workers' Co-Operative Society was founded in Bangalore on 19 August 1957. The first Indian Coffee House was opened in New Delhi on 27 October 1957. Gradually, the Indian Coffee House chain expanded across the country, with branches in Pondicherry, Thrissur, Lucknow, Nagpur, Jabalpur, Mumbai, Kolkata, Tellicherry and Pune by the end of 1958. In Kerala there are two societies (Malabar and Travencore-Cochin area) formed. All India Coffee Workers’ Co- operative Societies Federation - a federation of Indian Coffee Workers’ Co-operative Societies- in 1960 December 17 at Delhi. Later Bellary and Madras (Chennai) Societies were separated from their mother societies.
INDIAN COFFEE HOUSE	https://www.facebook.com/126683997361283	indian coffe house is one of da place where we spend our wonderful moments of life with friendz and family...
Indian Coffee House	https://www.facebook.com/265091706938027	
Indian Coffee House	https://www.facebook.com/272097946142931	
Indian Coffee House	https://www.facebook.com/436621939721735	
Carlton Curry House	https://www.facebook.com/123866520984985	
Indian Coffee House Trivandrum	https://www.facebook.com/138825469491297	In the smokey haze of puffs of Wills and Charminars, the  smell of Chicory coffee and burnt masala doshas sat a charming bunch of Wannabees, who knew everything about everything, even Rocket Science.    In 1970's this was center of the earth and many a young trendy soul gravitated here.  Evenings were brilliant, that's when the buzz began. Even Nandu Leo came in to say Hello. (Arun Joseph, London)
Indian Coffee house Shimla	https://www.facebook.com/140717545966378	The mall, Shimla
Indian coffee house-seepz,mum-96	https://www.facebook.com/348928398523881	
Dunkin' Donuts India	https://www.facebook.com/285364301550306	
Arsenal-Wengers Empire	https://www.facebook.com/300025156761013	
arsene wengers puffer jacket	https://www.facebook.com/110856025610211	
Wengers	https://www.facebook.com/404677269606252	
Ulli Wengers One Hit Wonder	https://www.facebook.com/321738889390	
Leave us Arsene Wenger	https://www.facebook.com/492693417407325	
Arsène Wenger	https://www.facebook.com/113098192037010	Arsène Wenger, OBE ( ; born 22 October 1949) is the manager of English Premier League side Arsenal. He is the club's longest serving manager and most successful, winning 11 individual honours since 1996. Journalists give Wenger credit for revolutionising football in England in the late 1990s, primarily through the introduction of changes in the training and diet of players, while attempting to implement a philosophy that football ought to be entertaining on the pitch.Wenger was born in Strasbourg, France and subsequently raised in Duttlenheim. He was introduced to football by his father, the manager of the local village team. After a modest playing career, making appearances for several amateur clubs, Wenger obtained a manager's diploma in 1981. His subsequent managerial career brought him greater triumph and recognition than he achieved as a player. Following an unsuccessful period at Nancy which culminated in his dismissal in 1987, Wenger won the league championship with Monaco in 1988. In 1991, he guided the club to victory in the Coupe de France, but failure to regain the domestic championship in later seasons led to Wenger departing Monaco by mutual consent in September 1994. He briefly coached Japanese J. League side Nagoya Grampus Eight, winning the Emperor's Cup and the Japanese Super Cup.
ARSENAL WENGER	https://www.facebook.com/310922662266358	------------  ATTENTION ATTENTION ATTENTION   --------------  -------------------------------------------------------------------------- Arsenal first love then wenger not mean Arsenal is Wenger !!! Arsenal is not A person !!! 
Wenger Genuine Swiss Army Knife	https://www.facebook.com/127315190628085	Official Facebook Page of the Wenger Brand
Tomas Rosicky 7	https://www.facebook.com/365602203461262	
Arsène Wenger	https://www.facebook.com/263579624698	
Arsene Wenger	https://www.facebook.com/39404062630	
Signing a 15 year old on FM and thinking you're Arsene Wenger.	https://www.facebook.com/261895440582191	
Arsene Wenger Fan Club	https://www.facebook.com/181259265224341	No Arsenal manager has presided over more matches than Arsène, and nor has any enjoyed the same amount of success.  Three League titles, four FA Cups and four Charity/Community Shields have been amassed in his 11 years at the helm, including League and Cup ‘doubles’ in 1998 and 2002.  He is the only Gunners manager to have won the FA Cup more than once and the only manager to take the Club to a Champions League Final, while he was also the first manager in English league history to complete an entire 38-game season unbeaten in 2003/04.  Renowned as a cerebral, studious coach with a rare ability to spot and develop players from around the world, Arsène has had vital input into all areas affecting the first team — from the squad’s diet and training methods to the design of the first-team dressing room at Emirates Stadium.  His calm and measured demeanour is reflected by the style of his teams, which he sends out to play attacking and attractive football.  Arsène holds an economics degree from Strasbourg University and has also been awarded an honorary DSc by the University of Herfordshire. In 2002 he received France’s highest civil honour, the Legion d’Honneur, and was presented with an honorary OBE a year later. He was awarded the Freedom of Islington in 2004 and is fluent in five languages.  On September 7, 2007, Arsène signed a three year extension to his current contract, taking his tenure at the Club to June 2011.
Arsene Wenger	https://www.facebook.com/134300317917	
Bald Wenger Banter Page	https://www.facebook.com/327647190639099	If your looking for quality football coverage  quality banter and a place to discuss your teams issues then go nowhere else we provide you all the latest news as it breaks also we post some very funny pictures Stay Tuned and Enjoy. We want 3,000 likes by the end of 2012 after our old page was stolen!
Shevchenko+Torres=£80 million;Henry+RVP=£14 million. Wenger Knows	https://www.facebook.com/239624646113706	
"wenger trolling  press since 1996"	https://www.facebook.com/199119396864447	
WE Belive in "Arsene Wenger"	https://www.facebook.com/209603845833421	
The Arsène Wenger Blog	https://www.facebook.com/189652214478063	
Arsene knows you are a star, before the rest see it	https://www.facebook.com/166029910151185	
Wenger	https://www.facebook.com/27566834842	
Arsene Wenger - The Gary Glitter of Football	https://www.facebook.com/297809296989762	
Arsen Wenger	https://www.facebook.com/169276126462094	
R.I.P. Skyler James Wenger (Official)	https://www.facebook.com/219636324768903	"Death leaves a heartache no one can heal, love leaves a memory no one can steal."  ----------------------------------------------------------------------------------------------------  Skyler came into this world on June 17, 1997 and was unfortunately taken from us way to early on October 28, 2011.    ---------------------------------------------------------------------------------------------------- Services have been set for Skyler's viewing and funeral:  Viewing will be on Wednesday 11/2/11 from 5-7 at:   Parthemore Funeral Home 1303 Bridge Street New Cumberland, PA 17070-1116  Funeral service will be on Thursday 11/3/11 at 10:30  Trinity Church 415 Bridge Street New Cumberland, PA 17070 ------------------------------------------------------------------------------------------------  Anyone wanting to make a donation for Skyler can do so at:  The Skyler Wenger Memorial Fund c/o Members 1st FCU 5000 Louise Dr  Mechanicsburg PA 17055  Contributions can be made anonymous if need be..  Melissa will receive a statement showing the contributions..   Thank you
Doing the wenger flap when a decision goes against you	https://www.facebook.com/192366800884073	
I heard FIFA 13 is so realistic Wenger scouts five year olds	https://www.facebook.com/240585802728593	
Marc Wenger MWM Personenschutz - Bodyguard Service (worldwide)	https://www.facebook.com/398280556912518	
Wenger Colombia	https://www.facebook.com/237794679682227	Fundada en 1893 en Delémont -Suiza, Wenger es reconocida como la marca que fabrica la genuina navaja del ejército suizo. Apasionada por la innovación, precisión y cuidadosa manufactura de cada uno de sus productos, logró ganar el reconocimiento mundial que aún sustenta.
Arsene Wenger	https://www.facebook.com/431824660198441	
I was alive to see Arsene Wenger buy 4 players in 1 day.	https://www.facebook.com/259399907416901	
Arsene Wenger needs to get Sacked	https://www.facebook.com/124749977601097	Since 2006 our manager has sold our best talent for mega money and refused to invest back into the team. His principles and penny pinching have resulted in a team full of poor players. We dream of signings like Kaka, Mata, Hazard.. But all we get is kids and unknown cheap players. We pay more money for tickets then any other fans in Europe. We were told the reason why we left Highbury was so we could compete with the big clubs in the transfer market. So why are we now selling our best players to our rivals?.... 1 man and 1 man alone is to blame, and he now has to be SACKED!! 
Arsene Wenger Had A Man City Team Before Man City.	https://www.facebook.com/359245240834401	
Arsen Wenger	https://www.facebook.com/206403026037503	
I was alive when Wenger made 5 signings in 50 hours.	https://www.facebook.com/241831199191242	
Arsene Wenger Cz/sk	https://www.facebook.com/113477015469724	
Scouting 14 year olds on FIFA and feeling like Arsene Wenger	https://www.facebook.com/483175931722140	s4s 100+ l4l with anyone.
Arsene Wenger is Arsenal	https://www.facebook.com/339807982735977	
Arsene Wenger, Trolling The Press since 1996	https://www.facebook.com/352535898166620	
Shaunda Kennedy Wenger	https://www.facebook.com/278268842200994	This is where you'll find kid-friendly information about my books and interests related to reading and writing.
Arsene Wenger-Art15t	https://www.facebook.com/291652330900852	
Kilian Wenger	https://www.facebook.com/138702656188933	
Wenger	https://www.facebook.com/106268532737947	Wenger is one of two companies that have manufactured Swiss Army knives. Based in Delémont, Wenger was acquired by rival Victorinox in 2005.HistoryThe history of Wenger S.A. is strongly linked to the history of the Swiss Army knife.Company OriginsFounded 1893 at Courtetelle in the Delémont valley in the Canton of Jura the industrial cutlery house of Paul Boechat & Cie (the future Wenger) received a contract from the Swiss Army to produce knives as the second industrial cutlery manufacturer of Switzerland.In 1897 Theodore Wenger a minister who had served in the USA was returning home to Switzerland and was hired by the group of entrepreneurs that had bought the Boechat & Cie two years earlier, and later renamed the company Wenger et Cie..One of Wenger's first acts was to acquire a manufacturer of spoons and forks which he moved to a rented factory in Delemont. In 1900 a new facility was built. Both the utensil operations and the Courtetelle cutlery production were incorporated into the new plant now called Fabrique Suisse de Coutellerie et Services.In 1908 the Swiss Army decided to split the contract, with half of the order going to Victorinox, in the German-speaking canton of Schwyz, and the other half to Wenger in the French-speaking part of the canton of Bern.
Wenger Tips	https://www.facebook.com/151778264915625	
That's Enough Wenger	https://www.facebook.com/348665561883806	
The awkward moment when Wenger actually sees it	https://www.facebook.com/123211691097051	
Last Time Spurs Won the League, Arsene Wenger was still at School	https://www.facebook.com/177215502407899	
Give Arsène Wenger A Statue	https://www.facebook.com/320925854594000	
Arsen Wenger	https://www.facebook.com/293799043998935	
Man City's best scout is Arsene Wenger	https://www.facebook.com/461249893886474	
Signing a 15 year old cause you're the next Arsene Wenger	https://www.facebook.com/329011857191754	
Jennifer Wenger	https://www.facebook.com/206469292723149	
Wenger Tips	https://www.facebook.com/191225197611088	-Prognoze  -Statistike -Fixevi
The diary of Arsene Wenger from Arsenal	https://www.facebook.com/15937976730	
Le Proffesor Arsene Wenger	https://www.facebook.com/389078567782968	
Arsène 'Le Professeur' Wenger	https://www.facebook.com/280242512066637	
JR Wenger Custom Saddles	https://www.facebook.com/285217375679	
Wenger Kilian	https://www.facebook.com/119510914765936	
I Support Arsene Wenger	https://www.facebook.com/254587644586069	
Wenger México	https://www.facebook.com/194977757227415	Al combinar diseño, estilo de vida y tecnología, Wenger es la marca líder en más de 100 países.
Fergusen: ''I'm Not Afraid''. Wenger:'' I Love The Way You lie''.	https://www.facebook.com/100295066722884	
Arsene Wenger	https://www.facebook.com/119671414717697	
Petition to get Wenger out of Arsenal	https://www.facebook.com/184650601559158	
Arsene Wenger's Coat	https://www.facebook.com/244207222372787	
Wenger's Secret Video Diary	https://www.facebook.com/147874765355424	
Fergie vs Wenger (Fergie PAGE)	https://www.facebook.com/244831978917794	
Arsene Wengers long coat	https://www.facebook.com/156667391041218	
Keep the faith in Arsene Wenger and in Arsenal F.C	https://www.facebook.com/144048592353396	
Arsene Wenger's red army	https://www.facebook.com/378038062504	
Arsene Wengers favorite post match snack? After Eight.	https://www.facebook.com/225084254208593	Banter!!!!!
Arsene Wenger's Oversized Coat	https://www.facebook.com/173853355960645	Why does he wear such a long coat?  Where does he buy such a long coat?  Why aren't I wearing this coat?
i love Arsene Wenger	https://www.facebook.com/109389835766317	
Arsene Wengers Red & White Army. We Hate Tottenham	https://www.facebook.com/234302699920040	
Arsène Wenger-Showing how talent is made since 1996	https://www.facebook.com/401446973232713	
Wenger Needs To Buy Some Quality Players For Arsenal	https://www.facebook.com/162780420463426	
arsene   wenger has run out of excuses time to go	https://www.facebook.com/287601787580	
I was alive when Arsene Wenger made 5 signings in 50 hours :	https://www.facebook.com/213516528705916	
Islamic view of Joseph	https://www.facebook.com/107947289228043	Yūsuf is an Islamic prophet mentioned in the Qur'an, the holy scripture of Islam. The figure corresponds to the character from the Jewish texts and the Christian Bible as Joseph and is the Arabic variant of that name. It is one of the common names in the Middle East and among Muslim nations.Yusuf is believed to have been the eleventh son of Jacob (Yaʿqūb), and his favorite. Of all of Jacob's children, Joseph was the one given the gift of prophecy. Although the narratives of other prophets are mentioned in various suras, the complete narrative of Joseph is given only in one sura, Yusuf. However, it is said to be the most detailed narrative in the Qur'an and bears more details than the Biblical counterpart. The story of Yusuf and Zulaikha (Potiphar's wife of the Old Testament) became a popular subject in Persian literature, where it became considerably elaborated over the centuries.
Pool Live Tour	https://www.facebook.com/132776220165724	Welcome to Pool Live Tour! The Pool you can play with your Facebook friends! Join the thousands of people already playing this popular multi-player billiard game. Play with your friends and other online opponents from around the world. Collect trophies for your best pool shots!
Windows Live Messenger	https://www.facebook.com/29235477352	
Live To Dream	https://www.facebook.com/111486059001473	
Live Nation	https://www.facebook.com/18226927030	
We Live In A Beautiful World	https://www.facebook.com/496924610336909	Pin your adventures!
Live Holdem	https://www.facebook.com/107586089295409	
Facebook Live	https://www.facebook.com/150984694912422	Facebook Live is Facebook’s official live video streaming channel, providing a deeper look into our products, partners & employees. We bring you live events from around the world. Like this Page to keep updated on Facebook Live events and other live stream news.  This Facebook page is meant to be a place for open conversation. We encourage you to interact with others and to share your thoughts with us. To help, we’ve created a few guidelines to keep the conversation on track. Our team will monitor this page and remove comments that don’t match our community standards. Repeated or flagrant offenses may lead to the loss of ability to comment on this page. Because of the volume of comments this page receives, we cannot respond to requests for information about individual moderation decisions.  These are examples of the types of comments that are inappropriate for this page:  - Personal attacks, profanity, obscenity  - Reporting an issue with your account (see facebook.com/help for account issues)  - Off-topic comments, spam or commercial offers  - Soliciting friend requests
Xbox Live	https://www.facebook.com/108206975867964	Xbox Live is an online multiplayer gaming and digital media delivery service created and operated by Microsoft Corporation. It is currently the only online gaming service on consoles that charges users a fee to play multiplayer gaming. It was first made available to the Xbox system in November 2002. An updated version of the service became available for the Xbox 360 console at that system's launch in September 2005, and is a competitor of Sony's PlayStation Network and Nintendo's relatively new Nintendo Network.The service was extended in 2007 on the Windows platform, named Games for Windows – Live, which makes most aspects of the system available on Windows computers. Microsoft has announced plans to extend Live to other platforms such as handhelds and mobile phones as part of the Live Anywhere initiative. With Microsoft's new mobile operating system, Windows Phone, full Xbox Live functionality is integrated into new Windows Phones that launched since late 2010. The service shut down for the original Xbox in May 2010.
GNC Live Well	https://www.facebook.com/92831927417	GNC sets the standard in the nutritional supplement industry by demanding truth in labeling, ingredient safety and product potency, all while remaining on the cutting-edge of nutritional science. As our company has grown over the years, so has our commitment to Living Well. In fact, GNC is the world's largest company of its kind devoted exclusively to helping its customers improve the quality of their lives.  From scientific research and new product discovery to the manufacturing and packaging processes, GNC takes pride in our rigorous approach to ensuring quality. Our commitment to quality extends to our interactions with you in our stores and after you buy our products. 
Hillsong Live	https://www.facebook.com/53505999810	
Lacoste LIVE	https://www.facebook.com/183883078313140	Introducing a new collection from LACOSTE, a new state of mind, a new way to be in tune with today's energy and vibes.  An unexpected and cool combination of LACOSTE original style and Street Art.  The croc buys into vintage, and a new kind of music shakes up polos, jeans and track jackets with slimmer and younger fits.  An old school style hits the streets, bringing a fresh attitude and fusing colours.  Playing with classics to reinvent the future.  Preppy is now hip and edgy. Always Unconventional Chic  To wear night or day, with no moderation. 
LiveScore	https://www.facebook.com/92449401987	Sports scores directly from the source, the 1st real-time score service on the Internet, powered by LiveScore.com since 1998.  Live football / soccer scores from leagues, cup competitions and championships worldwide (more than 1000 live football / soccer games followed live every week). Live tennis, basketball, hockey & cricket scores worldwide.
Liverpool	https://www.facebook.com/105653082800923	Liverpool is a city and metropolitan borough of Merseyside, England, United Kingdom along the eastern side of the Mersey Estuary. It was founded as a borough in 1207 and was granted city status in 1880. It is the fourth most populous British city, and third most populous in England, with a 2011 population of 466,400 and is at the centre of a wider urban area, the Liverpool City Region, which has a population of around 2 million people.Historically a part of Lancashire, the urbanisation and expansion of Liverpool were both largely brought about by the city's status as a major port. By the 18th century, trade from the West Indies, Ireland and mainland Europe coupled with close links with the Atlantic Slave Trade furthered the economic expansion of Liverpool. By the early 19th century, 40% of the world's trade passed through Liverpool's docks, contributing to Liverpool's rise as a major city. Liverpool is also well known for its inventions and innovations, particularly in terms of infrastructure, transportation and general construction. Railways, ferries and the skyscraper were all pioneered in the city.
Live-match-tv.Com	https://www.facebook.com/347809135253752	بث حي مباشر لأهم الأحداث الرياضية  http://www.live-match-tv.com
Live and Lost	https://www.facebook.com/109910749166928	On Monday 29 October we're dropping Reece Mastin in a mystery location in regional Victoria with only $50 on his CommBank Debit MasterCard, his mobile phone and his CommBank Kaching App, to his name.  He needs your help to make it back to Sydney in five days, in time for a live gig at the Channel 7 Sunrise studios.  Will he make it? Get involved to find out. 
Windows Live Messenger	https://www.facebook.com/113295745359604	
Livemocha	https://www.facebook.com/20904200632	
talkSPORT Live	https://www.facebook.com/395724043797607	Bringing you every game of the Barclays Premier League, free to listen at talkSPORT.com Just register and choose to listen in English, Spanish or Mandarin.
Live Inspire	https://www.facebook.com/278629882197277	Welcome to the official “Live Inspire” Facebook fan page.  This page has been created to let people from all over the world share their views and thoughts about inspiration, but from a truly different perspective: going beyond borders.  We will be talking and discussing about arts, nature, lifestyle, music, travel and many other inspiring topics overcoming any kind of barriers and making inspiration the heartbeat of every single piece or aspect of our life.  If you like this, you’re the person we’re looking for.  And if you come from one of our countries - Albania, Bosnia-Herzegovina, Croatia, Egypt, Hungary, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine -, you will soon be engaged in one of the most inspiring games than ever…  Are you ready? Go beyond your borders. Be inspired. Live Inspire. 
LiveScience	https://www.facebook.com/30478646760	
Live While We're Young	https://www.facebook.com/186077991517505	
Live Luv Create	https://www.facebook.com/427957960556389	
